"","male","white","black","hispanic","mompro2","poppro2","siblings","norest96","norcen96","south96","west96","height81","height85","esteem80","athlets","wage96","hgc96","daded79","momed79","age","clubnum"
"2403",1,1,0,0,0,0,8,0,0,0,1,70,70,21,0,NA,11,6,9,37,2
"2404",0,1,0,0,0,0,2,0,0,0,1,64,63,19,0,NA,12,12,12,36,0
"2405",0,1,0,0,0,0,5,0,0,0,1,66,66,24,1,0,16,9,10,36,3
"2406",1,1,0,0,0,0,2,0,0,0,1,64,67,20,1,NA,12,10,10,37,0
"2407",0,1,0,0,0,0,2,0,0,0,1,62,62,24,0,10.5555553436279,13,11,10,38,0
"2408",0,1,0,0,0,0,2,0,0,0,1,62,61,22,0,10.0961542129517,12,14,10,NA,1
"2409",0,1,0,0,0,0,2,0,0,0,1,62,61,26,0,11.057692527771,12,14,11,34,0
"2410",0,1,0,0,0,0,1,0,0,0,1,61,62,23,0,NA,12,9,12,35,1
"2411",0,1,0,0,1,0,6,NA,NA,NA,NA,66,66,25,0,NA,NA,16,12,NA,1
"2412",0,1,0,0,0,0,6,0,0,0,1,62,62,22,0,NA,12,12,10,32,0
"2413",1,1,0,0,0,0,5,0,0,0,1,69,71,23,0,16.8269233703613,12,12,16,38,1
"2414",0,1,0,0,0,0,5,0,0,0,1,64,64,27,1,NA,13,12,13,NA,0
"2415",1,1,0,0,0,0,2,0,0,1,0,73,73,27,0,14.7299509048462,14,15,12,34,1
"2416",0,1,0,0,0,0,3,0,1,0,0,67,67,21,1,NA,12,12,12,39,1
"2417",1,1,0,0,0,0,3,0,0,0,1,72,72,20,1,11.0375280380249,13,12,12,39,0
"2418",0,1,0,0,0,0,2,0,0,0,1,62,62,26,0,10.0961542129517,12,12,12,36,1
"2419",1,1,0,0,0,0,2,0,0,1,0,72,73,NA,0,14.9572649002075,10,8,13,33,0
"2420",0,1,0,0,0,0,2,0,1,0,0,65,62,24,0,NA,10,8,13,31,0
"2421",1,1,0,0,0,0,8,0,1,0,0,71,71,28,0,7.692307472229,12,NA,NA,37,0
"2422",1,1,0,0,0,0,5,0,0,0,1,74,74,24,1,80.069709777832,15,12,NA,33,2
"2423",1,1,0,0,0,0,5,0,1,0,0,72,72,25,0,8.84615421295166,12,9,12,37,2
"2424",0,1,0,0,0,0,5,0,1,0,0,69,69,25,0,6.73076915740967,12,9,12,33,2
"2425",1,1,0,0,0,0,3,0,1,0,0,72,NA,24,0,0,12,4,12,36,0
"2426",0,1,0,0,0,1,3,0,1,0,0,68,68,26,1,NA,13,4,12,33,1
"2427",1,1,0,0,0,0,3,0,1,0,0,70,NA,24,0,30.364372253418,12,4,12,32,0
"2428",1,1,0,0,1,1,2,NA,NA,NA,NA,73,73,25,0,NA,NA,18,16,NA,1
"2429",1,1,0,0,0,1,2,NA,NA,NA,NA,71,NA,26,1,NA,NA,20,16,NA,0
"2430",0,1,0,0,0,0,5,0,1,0,0,60,60,NA,0,12.0192308425903,10,10,9,38,0
"2431",1,1,0,0,1,1,2,0,1,0,0,NA,NA,NA,1,NA,12,16,15,37,0
"2432",1,1,0,0,1,1,2,0,1,0,0,70,69,28,0,9.61538505554199,16,16,15,NA,0
"2433",0,1,0,0,1,1,2,0,0,0,1,65,65,25,1,7.66494083404541,14,16,15,32,2
"2434",0,1,0,0,0,0,6,0,1,0,0,68,68,26,1,11.5384616851807,12,12,12,38,1
"2435",0,1,0,0,0,0,2,0,1,0,0,61,61,27,1,10.4545450210571,12,12,12,33,3
"2436",0,1,0,0,0,0,6,0,1,0,0,64,64,26,1,7.692307472229,12,16,12,37,4
"2437",0,1,0,0,0,0,6,0,1,0,0,66,66,27,1,30.769229888916,14,16,12,35,5
"2438",1,1,0,0,0,0,6,0,1,0,0,71,71,26,1,15.2394771575928,17,16,12,34,2
"2439",1,1,0,0,0,0,6,0,1,0,0,68,67,24,1,16.3461532592773,12,16,12,33,1
"2440",1,1,0,0,0,0,6,0,1,0,0,70,70,21,1,9.375,12,16,NA,32,3
"2441",0,1,0,0,0,0,1,0,1,0,0,63,63,21,0,NA,12,12,NA,33,2
"2442",0,1,0,0,1,0,0,0,1,0,0,66,66,28,1,21.9780216217041,18,7,13,37,2
"2443",1,1,0,0,0,0,2,NA,NA,NA,NA,69,69,24,0,NA,12,11,11,33,0
"2444",0,1,0,0,0,0,2,0,1,0,0,66,67,23,1,21.6110019683838,16,8,11,31,1
"2445",1,1,0,0,0,0,3,NA,NA,NA,NA,73,74,20,1,NA,NA,12,12,NA,1
"2446",1,1,0,0,0,0,2,NA,NA,NA,NA,69,68,22,0,NA,NA,12,8,NA,0
"2447",0,1,0,0,0,0,3,0,1,0,0,67,66,26,1,10.5288457870483,13,12,12,37,0
"2448",0,1,0,0,0,0,2,0,1,0,0,67,68,23,0,NA,9,8,12,35,0
"2449",1,1,0,0,0,0,2,0,1,0,0,70,71,21,0,4.32692289352417,12,NA,12,38,0
"2450",0,1,0,0,0,0,5,0,0,1,0,65,63,24,1,5.28846168518066,12,8,12,36,1
"2451",1,1,0,0,0,0,2,0,1,0,0,63,66,27,1,13.7614679336548,12,12,12,36,0
"2452",0,1,0,0,0,0,3,0,1,0,0,62,62,24,0,7.21153831481934,12,12,10,35,0
"2453",0,1,0,0,0,0,2,NA,NA,NA,NA,64,65,24,1,NA,NA,13,12,NA,3
"2454",0,1,0,0,0,0,1,0,1,0,0,66,66,22,1,7.89835166931152,12,9,12,32,0
"2455",1,1,0,0,0,0,2,0,1,0,0,72,72,27,0,3.0991735458374,12,12,12,38,0
"2456",1,1,0,0,0,0,2,0,1,0,0,70,70,23,0,3.8461537361145,11,12,12,34,0
"2457",0,1,0,0,0,0,4,NA,NA,NA,NA,68,68,21,0,NA,NA,9,10,NA,1
"2458",0,1,0,0,0,1,2,0,1,0,0,67,67,28,0,1.92694365978241,12,20,12,38,1
"2459",0,1,0,0,0,0,3,0,1,0,0,67,67,21,1,5.5,12,8,12,35,0
"2460",1,1,0,0,0,0,3,0,1,0,0,72,72,25,0,6.95581007003784,12,6,12,37,0
"2461",0,1,0,0,0,0,1,0,1,0,0,71,71,27,1,25.9875259399414,17,12,12,34,1
"2462",0,1,0,0,0,0,2,0,1,0,0,64,64,23,0,NA,11,14,8,37,2
"2463",1,1,0,0,0,0,4,0,1,0,0,69,69,26,1,6.97674417495728,15,12,14,38,1
"2464",1,1,0,0,0,0,4,0,1,0,0,72,72,23,1,3.8461537361145,13,13,15,36,2
"2465",1,1,0,0,0,0,4,0,1,0,0,66,65,NA,1,22.349271774292,19,12,15,33,2
"2466",1,1,0,0,0,0,5,0,1,0,0,73,74,26,0,11.5384616851807,10,12,12,34,0
"2467",1,1,0,0,0,0,4,NA,NA,NA,NA,77,78,27,1,NA,NA,12,12,NA,2
"2468",1,1,0,0,0,1,1,0,0,0,1,75,75,21,1,35.7123603820801,16,16,14,33,2
"2469",0,1,0,0,0,1,3,0,1,0,0,63,NA,20,0,14.4230766296387,16,10,NA,35,0
"2470",1,1,0,0,0,0,1,0,1,0,0,73,73,26,1,30,12,10,13,33,0
"2471",0,1,0,0,0,0,1,0,1,0,0,64,64,23,1,8.08823490142822,12,9,12,31,2
"2472",1,1,0,0,0,0,2,0,1,0,0,77,76,NA,1,24.0384616851807,13,12,12,NA,1
"2473",0,1,0,0,0,0,3,0,1,0,0,66,68,24,1,11.057692527771,12,12,12,31,2
"2474",0,1,0,0,0,0,5,0,1,0,0,60,61,28,0,23.0769233703613,14,12,10,37,0
"2475",1,1,0,0,0,0,5,0,1,0,0,68,68,28,0,16.8269233703613,12,12,10,33,0
"2476",1,1,0,0,0,0,5,0,1,0,0,66,69,21,0,6.25,11,12,10,32,0
"2477",1,1,0,0,0,0,1,0,1,0,0,70,71,24,0,16.0256404876709,15,19,18,31,0
"2478",0,1,0,0,0,0,2,1,0,0,0,63,64,23,0,12.1794872283936,12,12,11,36,0
"2479",1,1,0,0,0,0,2,0,1,0,0,69,71,20,0,8.14479637145996,12,11,10,34,0
"2480",0,1,0,0,0,0,2,0,1,0,0,66,66,20,1,12.692307472229,12,12,11,32,0
"2481",1,1,0,0,0,0,6,0,0,1,0,71,71,26,0,5.86854457855225,8,NA,9,36,0
"2482",0,1,0,0,0,0,3,0,0,1,0,66,66,20,0,6.42857122421265,8,11,11,35,0
"2483",0,1,0,0,0,0,1,0,1,0,0,64,64,21,0,5.33536577224731,12,11,10,39,1
"2484",0,1,0,0,0,0,1,0,1,0,0,62,62,21,1,NA,12,8,11,32,4
"2485",0,1,0,0,0,0,1,0,1,0,0,68,67,21,0,15,11,8,11,31,1
"2486",1,1,0,0,0,0,4,0,1,0,0,68,71,22,0,NA,12,NA,9,35,1
"2487",1,1,0,0,0,0,4,0,1,0,0,69,72,21,0,NA,12,NA,9,33,0
"2488",0,1,0,0,0,0,7,0,1,0,0,62,62,21,0,NA,11,12,8,38,0
"2489",1,1,0,0,0,0,4,0,1,0,0,71,70,27,0,8.71080112457275,13,12,12,37,2
"2490",1,1,0,0,0,0,4,0,1,0,0,69,70,28,1,15.2057247161865,16,12,12,36,1
"2491",1,1,0,0,0,0,4,0,1,0,0,68,68,NA,0,15.8730154037476,16,12,12,33,1
"2492",0,1,0,0,0,1,1,0,1,0,0,63,63,21,1,19.6969699859619,12,12,11,32,0
"2493",1,1,0,0,0,0,2,0,1,0,0,68,71,27,1,8.02752304077148,12,12,12,33,0
"2494",1,1,0,0,1,1,5,0,1,0,0,71,71,27,1,19.6581192016602,16,16,14,39,2
"2495",1,1,0,0,1,0,4,0,1,0,0,67,67,22,0,5.96153831481934,8,15,12,37,0
"2496",0,1,0,0,0,0,1,0,0,1,0,67,67,25,0,5.4086537361145,12,12,12,39,5
"2497",1,1,0,0,0,0,3,0,1,0,0,68,68,24,1,14.8829431533813,12,12,12,32,0
"2498",1,1,0,0,0,0,1,0,1,0,0,70,70,23,1,0.961538434028625,12,12,12,38,0
"2499",0,1,0,0,0,0,3,0,1,0,0,NA,69,NA,1,NA,9,12,10,36,1
"2500",0,1,0,0,0,0,3,NA,NA,NA,NA,67,66,20,0,NA,NA,12,10,NA,0
"2501",0,1,0,0,0,0,1,0,1,0,0,66,66,21,0,6.25,12,12,12,39,1
"2502",1,1,0,0,1,1,2,0,0,1,0,72,73,26,1,20.3125,16,16,16,33,0
"2503",0,1,0,0,1,1,2,NA,NA,NA,NA,65,64,19,1,NA,NA,16,16,32,0
"2504",1,1,0,0,0,0,2,0,1,0,0,70,70,21,1,6.72268915176392,12,12,10,35,1
"2505",0,1,0,0,0,0,7,0,1,0,0,67,67,20,0,6.2903847694397,14,NA,9,38,0
"2506",1,1,0,0,0,0,5,0,1,0,0,70,70,27,1,12.2041416168213,12,10,10,34,0
"2507",0,1,0,0,1,0,2,0,1,0,0,64,64,21,0,6.25,12,12,12,37,2
"2508",1,1,0,0,0,1,3,0,1,0,0,71,70,28,1,19.7182464599609,14,17,14,37,2
"2509",1,1,0,0,0,1,3,0,1,0,0,72,71,26,1,17.5213680267334,14,17,12,34,1
"2510",0,1,0,0,0,1,3,0,1,0,0,65,55,18,1,NA,14,17,14,32,1
"2511",0,1,0,0,0,0,2,NA,NA,NA,NA,64,64,26,0,NA,NA,12,12,NA,1
"2512",0,1,0,0,0,0,2,0,1,0,0,63,63,23,0,NA,12,12,12,33,0
"2513",1,1,0,0,0,0,2,0,1,0,0,71,72,26,0,5.88235282897949,12,12,12,32,0
"2514",0,1,0,0,0,0,4,0,1,0,0,67,67,28,1,6.61057710647583,17,12,13,36,4
"2515",0,1,0,0,0,0,4,0,1,0,0,68,67,23,1,6.80272102355957,16,11,12,33,4
"2516",1,1,0,0,0,0,3,0,1,0,0,71,71,26,1,12.9807691574097,12,12,12,33,1
"2517",1,1,0,0,0,0,3,0,1,0,0,71,72,28,0,15.9474668502808,12,12,12,32,1
"2518",1,1,0,0,0,0,4,0,1,0,0,67,67,22,1,NA,14,12,12,39,1
"2519",0,1,0,0,0,0,4,NA,NA,NA,NA,67,NA,21,NA,NA,NA,12,12,NA,NA
"2520",1,1,0,0,0,1,2,0,1,0,0,72,71,28,1,17.9487171173096,18,20,13,33,1
"2521",0,1,0,0,1,1,4,0,1,0,0,62,62,25,1,3.41685652732849,12,12,12,33,0
"2522",1,1,0,0,0,1,2,0,1,0,0,68,68,28,1,12.2282609939575,12,12,12,37,2
"2523",0,1,0,0,0,0,4,0,1,0,0,65,65,28,0,4.807692527771,12,13,12,37,2
"2524",1,1,0,0,0,0,2,0,0,1,0,70,71,28,1,22.9831142425537,14,12,12,34,1
"2525",0,1,0,0,0,0,5,0,1,0,0,63,63,21,0,5.04807710647583,12,NA,12,36,0
"2526",1,1,0,0,0,0,2,0,0,1,0,71,70,21,1,3.8461537361145,17,11,12,33,1
"2527",1,1,0,0,0,0,2,0,1,0,0,68,70,19,1,15.0641021728516,12,12,12,32,1
"2528",0,1,0,0,0,0,2,0,1,0,0,67,67,20,1,6.25,12,12,9,34,0
"2529",0,1,0,0,0,0,2,0,1,0,0,64,65,21,1,NA,12,12,9,33,2
"2530",0,1,0,0,0,0,2,0,1,0,0,65,65,20,1,4.4642858505249,12,12,9,31,1
"2531",0,1,0,0,1,0,2,NA,NA,NA,NA,68,NA,26,1,NA,NA,12,12,NA,1
"2532",1,1,0,0,1,0,2,0,1,0,0,76,76,26,1,3.41880345344543,16,12,12,35,1
"2533",0,1,0,0,1,0,2,0,1,0,0,70,70,25,1,7.692307472229,16,12,12,33,6
"2534",1,1,0,0,0,0,7,0,1,0,0,72,NA,21,1,55.0670585632324,19,12,12,37,0
"2535",1,1,0,0,0,0,4,0,1,0,0,67,67,24,1,11.5384616851807,12,12,12,38,1
"2536",0,1,0,0,1,0,3,0,1,0,0,62,61,21,1,NA,14,13,16,35,0
"2537",1,1,0,0,0,0,4,0,1,0,0,71,70,21,0,NA,12,12,12,37,0
"2538",0,1,0,0,0,0,3,0,1,0,0,64,64,21,1,0.75,12,12,12,36,3
"2539",1,1,0,0,0,0,3,0,1,0,0,73,73,26,1,9.90384578704834,12,12,12,36,2
"2540",1,1,0,0,0,0,3,0,1,0,0,72,72,25,0,9.61538505554199,12,12,12,34,2
"2541",1,1,0,0,0,0,2,0,1,0,0,72,72,28,1,26.6666660308838,12,9,12,35,3
"2542",0,1,0,0,0,0,2,0,1,0,0,70,70,21,1,NA,13,9,12,34,3
"2543",0,1,0,0,0,0,2,0,1,0,0,62,62,25,1,15.384614944458,12,NA,12,38,3
"2544",0,1,0,0,0,0,2,0,1,0,0,65,65,27,1,26.4423084259033,16,11,12,36,2
"2545",1,1,0,0,0,0,0,0,1,0,0,68,68,28,1,25,16,8,8,34,0
"2546",1,1,0,0,0,0,4,0,1,0,0,69,68,21,0,6.19469022750854,12,8,8,32,0
"2547",1,0,1,0,0,0,3,0,1,0,0,69,69,21,1,16.3461532592773,12,8,12,32,0
"2548",1,1,0,0,0,0,2,0,1,0,0,73,73,24,NA,16.3461532592773,12,12,12,35,NA
"2549",0,1,0,0,0,1,3,0,1,0,0,65,65,23,1,8.89423084259033,18,18,12,37,5
"2550",1,1,0,0,0,1,3,0,1,0,0,71,70,27,1,10.3496503829956,16,18,12,36,1
"2551",0,1,0,0,0,1,3,0,1,0,0,60,61,23,1,14.2011833190918,16,18,12,34,4
"2552",0,1,0,0,0,1,3,0,1,0,0,62,62,26,1,6.94278621673584,16,18,12,32,4
"2553",1,1,0,0,0,0,5,0,0,0,1,69,67,23,1,10.0961542129517,12,9,12,NA,0
"2554",0,1,0,0,0,0,5,0,1,0,0,64,62,25,1,NA,12,9,12,NA,1
"2555",1,1,0,0,0,1,1,0,1,0,0,66,NA,23,1,0,11,12,12,35,0
"2556",0,1,0,0,0,1,2,0,1,0,0,68,69,25,1,5.62222242355347,12,12,12,35,3
"2557",1,1,0,0,1,1,2,0,1,0,0,73,74,25,1,22.5,16,12,12,32,3
"2558",0,0,0,1,1,0,2,NA,NA,NA,NA,60,60,23,1,14.1000003814697,19,12,12,34,0
"2559",0,1,0,0,0,0,1,0,1,0,0,61,61,20,0,10.5769233703613,13,14,12,31,2
"2560",0,1,0,0,1,1,2,NA,NA,NA,NA,66,67,28,1,NA,NA,20,16,NA,1
"2561",1,1,0,0,0,0,3,NA,NA,NA,NA,72,NA,23,1,NA,NA,9,11,NA,0
"2562",1,1,0,0,0,0,5,NA,NA,NA,NA,68,68,19,0,NA,NA,12,7,NA,1
"2563",1,1,0,0,0,1,2,0,1,0,0,66,72,28,1,NA,14,12,12,32,4
"2564",0,1,0,0,0,1,2,0,1,0,0,67,67,18,1,0,12,12,12,36,3
"2565",0,1,0,0,0,1,2,NA,NA,NA,NA,64,65,27,NA,NA,NA,12,12,NA,NA
"2566",0,1,0,0,0,0,1,0,1,0,0,67,67,23,0,7.21153831481934,14,12,12,36,1
"2567",0,1,0,0,1,1,2,0,1,0,0,67,67,25,1,7.67754316329956,16,12,12,34,4
"2568",1,1,0,0,0,0,2,0,1,0,0,69,69,25,1,20.6662139892578,14,9,12,39,1
"2569",0,1,0,0,0,0,3,0,1,0,0,60,61,21,1,18.0232563018799,16,12,14,37,1
"2570",0,1,0,0,0,0,1,0,1,0,0,67,67,22,1,16.5094337463379,16,12,12,33,1
"2571",1,1,0,0,0,0,1,0,0,1,0,68,73,21,0,15.1162786483765,16,12,12,33,2
"2572",1,1,0,0,1,1,3,0,1,0,0,71,71,26,1,21.1538467407227,16,12,12,34,1
"2573",0,1,0,0,0,0,2,0,1,0,0,66,66,26,0,8.46153831481934,16,12,12,38,4
"2574",1,1,0,0,0,0,3,0,1,0,0,70,70,24,0,14.4230766296387,12,8,8,34,0
"2575",0,1,0,0,0,0,2,NA,NA,NA,NA,62,62,24,1,NA,NA,3,7,NA,0
"2576",1,1,0,0,0,0,5,0,1,0,0,72,72,26,1,7.44680833816528,12,12,12,33,1
"2577",0,1,0,0,0,0,3,0,1,0,0,64,64,21,1,11.8657941818237,12,NA,12,34,0
"2578",1,1,0,0,0,0,10,0,1,0,0,69,69,26,1,8.65384578704834,12,12,12,35,2
"2579",1,1,0,0,0,0,1,0,1,0,0,70,71,21,1,9.95192337036133,12,12,12,34,1
"2580",0,1,0,0,0,0,1,NA,NA,NA,NA,69,67,19,0,NA,NA,8,9,35,0
"2581",1,1,0,0,0,0,1,0,0,1,0,75,76,21,0,7.307692527771,12,8,9,33,0
"2582",1,1,0,0,0,0,12,0,0,1,0,71,73,22,0,6.41025638580322,12,2,8,35,0
"2583",1,1,0,0,0,0,12,NA,NA,NA,NA,73,75,21,0,NA,NA,2,8,NA,0
"2584",1,1,0,0,0,0,12,0,0,1,0,74,76,20,0,8.01886749267578,12,2,8,31,0
"2585",0,1,0,0,0,0,3,0,0,1,0,62,62,21,0,7.40740728378296,13,8,10,37,0
"2586",1,1,0,0,0,0,3,NA,NA,NA,NA,70,NA,21,0,NA,NA,8,10,35,0
"2587",1,1,0,0,0,0,7,0,0,1,0,67,63,21,0,4.33333349227905,7,6,8,NA,0
"2588",0,1,0,0,1,0,1,0,0,1,0,64,64,26,1,NA,17,8,14,35,4
"2589",1,1,0,0,1,0,1,1,0,0,0,70,70,24,1,34.6153831481934,20,8,14,32,4
"2590",0,1,0,0,0,0,3,0,0,1,0,59,59,20,0,23.0769233703613,16,12,12,35,0
"2591",0,1,0,0,0,0,3,0,0,1,0,63,63,19,0,5,12,12,12,33,0
"2592",0,1,0,0,0,0,3,0,0,1,0,63,63,21,0,8.65384578704834,12,12,12,32,0
"2593",1,1,0,0,0,0,1,0,0,1,0,68,70,26,1,6.91489362716675,15,12,15,33,0
"2594",1,1,0,0,0,0,3,0,0,1,0,67,67,21,0,9.02777767181396,12,7,8,33,1
"2595",1,1,0,0,0,0,1,0,0,1,0,66,65,23,0,3.36538457870483,12,12,12,36,0
"2596",0,1,0,0,0,0,4,0,0,1,0,68,66,22,0,NA,10,10,10,36,0
"2597",1,1,0,0,0,0,3,0,0,1,0,72,70,22,1,16.7173252105713,17,12,NA,33,2
"2598",1,1,0,0,0,0,3,0,0,1,0,69,72,21,1,8.17307662963867,12,12,NA,31,1
"2599",0,1,0,0,0,0,4,0,0,1,0,62,62,19,0,NA,12,12,12,39,1
"2600",0,1,0,0,0,0,4,NA,NA,NA,NA,61,NA,22,0,NA,NA,12,12,NA,0
"2601",1,1,0,0,0,0,6,0,0,1,0,72,72,20,0,6.72268915176392,12,12,12,37,0
"2602",1,1,0,0,0,0,4,0,0,1,0,71,71,26,1,11.7870721817017,13,8,9,32,0
"2603",0,1,0,0,0,1,2,0,0,1,0,63,63,28,1,14.4230766296387,19,12,12,34,2
"2604",1,1,0,0,0,0,2,0,0,1,0,68,70,23,1,13.8860139846802,12,12,12,32,1
"2605",0,1,0,0,0,0,2,0,0,1,0,70,70,25,0,24.456521987915,12,12,12,35,1
"2606",0,1,0,0,0,0,2,0,0,1,0,65,65,20,1,21.6450214385986,16,12,12,36,2
"2607",0,1,0,0,0,0,0,0,0,1,0,66,66,26,1,13.134614944458,16,12,12,36,2
"2608",0,1,0,0,0,0,2,NA,NA,NA,NA,64,64,23,0,NA,NA,12,12,NA,2
"2609",1,1,0,0,0,0,1,0,0,1,0,NA,70,NA,0,NA,12,12,14,38,0
"2610",1,1,0,0,0,0,2,0,0,1,0,72,72,23,0,5.04384613037109,12,10,12,34,0
"2611",1,1,0,0,0,0,1,0,0,1,0,75,75,26,1,16.0256404876709,16,8,12,34,1
"2612",1,1,0,0,0,0,1,0,0,1,0,67,68,22,1,NA,12,8,12,32,0
"2613",1,1,0,0,0,1,5,0,0,1,0,70,69,24,0,15.384614944458,12,12,10,37,1
"2614",1,1,0,0,0,0,3,1,0,0,0,68,68,20,0,NA,12,12,9,36,0
"2615",0,1,0,0,0,0,3,0,0,1,0,61,62,21,1,4.42754936218262,12,12,9,31,0
"2616",1,1,0,0,0,0,3,0,0,1,0,70,71,27,NA,22.0352573394775,14,10,12,37,NA
"2617",1,1,0,0,0,0,3,NA,NA,NA,NA,73,73,18,1,NA,NA,12,12,NA,0
"2618",1,1,0,0,0,1,2,0,0,1,0,NA,NA,NA,NA,9.72762680053711,15,16,14,38,NA
"2619",1,1,0,0,0,1,1,0,0,1,0,75,75,25,1,NA,16,16,14,38,0
"2620",1,1,0,0,0,0,2,0,0,1,0,68,68,24,0,13.0769233703613,14,12,11,37,1
"2621",1,1,0,0,0,0,2,0,0,1,0,70,69,20,0,12.9807691574097,14,12,12,36,0
"2622",0,1,0,0,0,1,2,0,0,1,0,60,62,16,0,8.17307662963867,19,12,12,32,2
"2623",0,1,0,0,0,0,5,0,0,1,0,64,67,22,0,NA,12,8,10,36,0
"2624",0,1,0,0,0,1,2,0,0,1,0,67,67,23,0,11.5384616851807,16,20,16,37,0
"2625",1,1,0,0,0,1,2,0,0,1,0,74,73,28,0,NA,16,20,16,NA,0
"2626",0,1,0,0,0,0,3,1,0,0,0,64,65,23,1,13.7362632751465,20,12,12,34,1
"2627",0,1,0,0,0,0,3,0,0,1,0,67,68,22,0,7.21153831481934,14,9,8,32,1
"2628",0,1,0,0,0,1,7,0,0,1,0,64,64,27,0,17.8571434020996,18,15,12,38,2
"2629",0,1,0,0,0,0,8,0,0,1,0,62,61,25,0,7.23317289352417,12,13,12,34,0
"2630",1,1,0,0,1,0,2,0,0,0,1,66,67,23,1,26.1538467407227,17,12,12,32,0
"2631",1,1,0,0,0,0,3,0,0,1,0,65,66,22,1,7.11538457870483,13,12,12,35,4
"2632",1,1,0,0,0,0,3,0,0,1,0,67,68,27,0,6.25,12,12,12,32,1
"2633",1,1,0,0,0,0,2,NA,NA,NA,NA,72,72,20,0,27.9069766998291,16,13,12,33,1
"2634",1,1,0,0,0,0,2,NA,NA,NA,NA,69,70,22,0,NA,12,NA,0,35,0
"2635",0,1,0,0,0,0,2,0,0,1,0,62,65,28,0,5.76923084259033,12,8,12,38,0
"2636",0,1,0,0,0,0,2,0,0,1,0,63,53,23,0,9.13461494445801,18,12,12,37,1
"2637",1,1,0,0,0,0,1,0,0,1,0,72,72,17,0,16.0256404876709,16,12,12,36,0
"2638",0,1,0,0,0,0,1,0,0,1,0,65,66,22,1,14.4230766296387,16,12,12,33,0
"2639",1,1,0,0,0,0,6,0,0,1,0,72,76,21,0,8.46153831481934,10,11,NA,36,0
"2640",0,1,0,0,0,0,6,0,0,1,0,60,60,21,0,0.932140171527863,12,12,NA,36,0
"2641",1,0,0,1,0,0,4,NA,NA,NA,NA,70,69,20,0,NA,NA,0,0,NA,0
"2642",1,1,0,0,1,1,1,0,0,1,0,70,71,27,1,69.2307662963867,16,18,16,34,1
"2643",1,0,0,1,0,0,4,0,0,1,0,66,66,22,0,8.33333301544189,12,0,3,NA,1
"2644",1,0,0,1,0,0,4,NA,NA,NA,NA,68,68,24,1,NA,NA,0,0,NA,3
"2645",0,0,0,1,0,0,4,0,0,1,0,61,61,18,0,5.07478618621826,13,0,0,33,0
"2646",0,0,0,1,0,0,8,0,0,1,0,63,63,21,1,13.4615383148193,18,10,6,38,0
"2647",1,0,0,1,0,0,8,0,0,1,0,69,69,21,1,9.61538505554199,14,6,6,36,0
"2648",0,0,0,1,0,0,8,0,0,1,0,62,62,20,0,8.42318058013916,18,6,6,33,1
"2649",1,0,0,1,0,0,8,0,0,1,0,77,75,25,0,NA,17,14,4,35,0
"2650",1,0,0,1,0,0,8,0,0,1,0,69,69,22,0,5,12,14,4,34,0
"2651",0,0,0,1,0,0,8,0,0,1,0,64,69,21,0,7.33173084259033,12,14,4,33,0
"2652",0,0,0,1,0,0,8,0,0,1,0,71,72,27,0,11.057692527771,12,14,4,31,1
"2653",1,0,0,1,0,0,12,0,0,1,0,NA,70,21,0,0.20179371535778,6,0,3,36,0
"2654",0,0,0,1,0,0,14,0,0,1,0,64,64,19,1,10.0961542129517,12,0,6,35,0
"2655",0,0,0,1,0,0,14,0,1,0,0,60,67,14,1,13.1944446563721,10,0,6,32,0
"2656",0,0,0,1,1,1,6,0,0,1,0,64,64,21,0,8.65384578704834,15,3,5,37,0
"2657",0,0,0,1,0,1,6,NA,NA,NA,NA,65,64,20,1,NA,NA,3,5,NA,0
"2658",1,0,0,1,0,0,3,NA,NA,NA,NA,68,67,20,0,NA,NA,5,5,NA,0
"2659",0,0,0,1,0,0,3,0,0,1,0,60,62,20,0,2.15217399597168,8,2,5,31,0
"2660",1,0,0,1,0,0,7,0,0,1,0,NA,NA,NA,NA,0,9,0,4,39,NA
"2661",1,0,0,1,0,0,7,0,0,1,0,67,65,20,0,5.02092027664185,9,8,6,36,0
"2662",0,0,0,1,0,0,6,0,0,1,0,60,60,22,1,3.07692313194275,12,8,7,34,0
"2663",0,0,0,1,0,0,3,0,0,0,1,60,63,20,0,NA,7,10,5,32,0
"2664",0,0,0,1,0,0,1,0,0,1,0,60,59,17,0,NA,8,4,0,NA,0
"2665",1,0,0,1,0,0,2,0,0,1,0,NA,66,25,1,4.32692289352417,12,2,8,34,0
"2666",1,0,0,1,0,0,2,0,0,1,0,60,66,24,0,1.53846156597137,9,5,8,32,0
"2667",1,0,0,1,0,0,13,0,0,1,0,60,65,19,0,6.51898717880249,8,NA,0,39,0
"2668",0,0,0,1,0,0,3,0,0,1,0,59,NA,22,1,8.89423084259033,12,6,4,38,0
"2669",0,0,0,1,0,0,3,0,0,1,0,55,55,21,1,NA,12,6,6,37,0
"2670",0,0,0,1,0,0,3,0,0,1,0,60,60,24,0,7.07547187805176,12,7,7,37,0
"2671",1,0,0,1,0,0,7,0,0,1,0,67,66,27,0,10.7142858505249,12,6,9,35,0
"2672",0,0,0,1,0,1,3,0,0,1,0,60,61,21,0,7.21153831481934,12,11,11,37,0
"2673",1,0,0,1,0,0,5,NA,NA,NA,NA,72,66,19,0,NA,NA,2,3,NA,0
