"","male","white","black","hispanic","mompro2","poppro2","siblings","norest96","norcen96","south96","west96","height81","height85","esteem80","athlets","wage96","hgc96","daded79","momed79","age","clubnum"
"2674",1,0,0,1,0,0,5,NA,NA,NA,NA,67,67,20,0,NA,NA,2,2,36,0
"2675",0,0,0,1,0,0,5,0,0,1,0,62,61,21,0,NA,6,2,3,33,0
"2676",1,0,0,1,0,0,10,NA,NA,NA,NA,68,65,21,0,NA,NA,4,6,37,0
"2677",0,0,0,1,0,0,10,0,0,1,0,64,64,28,1,4.78961515426636,13,2,0,33,0
"2678",0,0,0,1,0,0,0,0,0,1,0,65,65,26,1,6.43618965148926,15,12,4,34,4
"2679",0,0,0,1,0,0,7,0,0,1,0,63,64,23,0,NA,11,3,4,35,0
"2680",0,1,0,0,0,0,1,0,0,1,0,63,63,28,1,13.2478628158569,17,13,12,35,1
"2681",0,0,0,1,0,0,12,0,0,1,0,61,61,18,1,NA,NA,3,3,34,0
"2682",1,0,0,1,0,0,12,0,0,1,0,66,67,21,1,7.78301906585693,12,5,3,32,0
"2683",0,0,0,1,0,0,13,0,0,1,0,60,61,21,1,0.723763585090637,11,5,3,36,2
"2684",1,1,0,0,1,1,3,0,1,0,0,72,72,24,0,6.37813234329224,16,14,12,37,2
"2685",1,1,0,0,0,1,4,0,0,1,0,70,69,24,0,11.5384616851807,15,15,15,36,0
"2686",1,1,0,0,1,1,2,NA,NA,NA,NA,70,71,28,1,NA,NA,19,18,38,1
"2687",1,0,0,1,0,0,7,0,0,1,0,72,71,26,1,NA,14,10,6,35,0
"2688",1,0,0,1,0,0,7,0,0,1,0,68,68,25,1,8.17307662963867,14,5,6,NA,0
"2689",0,1,0,0,0,0,3,0,0,1,0,68,68,23,1,10.4807691574097,12,6,12,37,0
"2690",0,0,0,1,0,0,1,0,0,1,0,60,60,27,0,19.7368412017822,12,4,5,34,0
"2691",0,0,0,1,0,0,4,0,0,1,0,65,65,23,1,4.23076915740967,13,NA,5,32,2
"2692",0,0,0,1,0,0,3,0,0,1,0,62,62,21,1,3.8461537361145,12,NA,5,35,0
"2693",1,0,0,1,0,0,7,0,0,1,0,68,68,23,0,NA,13,NA,3,36,1
"2694",1,0,0,1,0,0,7,0,0,1,0,64,64,27,0,15.384614944458,15,6,6,37,4
"2695",0,0,0,1,0,0,4,0,0,1,0,66,66,21,1,16.1764698028564,18,12,7,33,3
"2696",1,0,0,1,0,0,4,0,0,1,0,68,70,21,1,14.4230766296387,14,12,7,32,1
"2697",1,0,0,1,0,0,6,0,0,1,0,67,68,21,1,12.5418062210083,12,5,10,NA,0
"2698",0,0,0,1,0,0,10,0,0,1,0,58,59,20,0,NA,6,0,3,38,0
"2699",0,0,0,1,0,0,10,0,0,1,0,60,61,18,1,3.5,12,0,3,36,1
"2700",0,0,0,1,0,0,10,0,0,1,0,63,63,23,0,5.76923084259033,12,0,3,NA,0
"2701",0,0,0,1,0,0,8,0,0,1,0,62,62,27,0,22.5961532592773,16,6,5,33,1
"2702",1,0,0,1,0,0,8,0,0,1,0,67,68,27,1,23.0769233703613,16,0,5,38,4
"2703",1,0,0,1,0,0,8,0,0,1,0,67,67,21,NA,NA,16,6,5,35,NA
"2704",0,0,0,1,0,0,8,NA,NA,NA,NA,60,60,21,0,NA,NA,8,5,NA,3
"2705",0,0,0,1,0,0,7,0,0,1,0,63,64,20,0,2.88461542129517,9,5,3,33,0
"2706",0,0,0,1,0,0,8,0,0,1,0,61,62,18,0,6.89189195632935,12,0,0,34,1
"2707",1,0,0,1,0,0,9,0,0,1,0,66,71,21,1,5.01923084259033,12,0,0,32,0
"2708",1,0,0,1,0,0,6,0,0,1,0,65,55,21,0,8.61678028106689,12,2,6,35,0
"2709",0,0,0,1,0,0,6,0,0,1,0,61,61,21,0,NA,12,2,5,34,0
"2710",0,0,0,1,0,0,6,0,0,1,0,60,60,21,0,7.2081732749939,12,2,4,32,0
"2711",1,1,0,0,1,0,1,0,0,1,0,75,75,22,0,10,12,5,11,36,0
"2712",0,0,1,0,0,0,11,0,0,1,0,65,65,28,0,12.9807691574097,16,7,10,37,0
"2713",1,0,1,0,0,0,3,0,0,1,0,63,64,21,1,5.58375644683838,12,10,10,31,0
"2714",1,1,0,0,0,0,1,0,0,1,0,69,69,28,0,7.79914522171021,16,14,12,35,1
"2715",1,1,0,0,0,0,3,NA,NA,NA,NA,73,74,21,1,NA,NA,14,12,NA,0
"2716",1,0,1,0,0,0,0,0,0,1,0,68,68,26,0,4.7619047164917,9,12,5,35,1
"2717",1,0,1,0,0,0,3,0,0,1,0,74,74,24,1,9.05660343170166,12,8,12,37,0
"2718",1,0,1,0,0,0,3,0,0,1,0,68,69,27,0,21.634614944458,13,8,12,35,1
"2719",0,0,1,0,0,0,1,0,0,1,0,60,48,20,0,4.43787002563477,8,NA,5,38,0
"2720",0,0,1,0,0,0,9,0,0,1,0,60,51,21,0,NA,7,NA,12,36,0
"2721",1,1,0,0,0,0,3,0,0,1,0,71,71,21,0,11.8500003814697,9,NA,NA,37,0
"2722",0,1,0,0,0,0,3,0,0,1,0,66,65,24,0,11.057692527771,12,6,7,34,0
"2723",0,1,0,0,0,1,1,0,0,1,0,72,71,21,1,10.4477615356445,16,10,14,34,2
"2724",1,1,0,0,1,1,1,0,0,1,0,72,72,26,1,19.230770111084,17,16,12,33,0
"2725",1,1,0,0,0,1,0,0,0,1,0,67,70,28,1,8.61141014099121,14,10,12,31,2
"2726",1,1,0,0,0,1,1,0,0,1,0,74,73,27,0,NA,15,13,12,37,0
"2727",0,1,0,0,0,0,3,0,0,1,0,62,61,23,0,12.9807691574097,14,7,7,33,0
"2728",1,1,0,0,0,0,3,0,0,1,0,72,72,22,0,12.1794872283936,10,7,9,36,0
"2729",0,1,0,0,0,0,2,0,0,1,0,57,57,20,0,2.94992566108704,12,11,11,35,0
"2730",0,1,0,0,0,0,5,0,0,1,0,65,65,26,0,12.5,16,8,8,36,2
"2731",0,1,0,0,0,1,2,0,0,1,0,64,65,21,0,9.63855457305908,16,6,12,34,0
"2732",1,1,0,0,0,0,2,0,0,1,0,73,73,23,0,11.5384616851807,12,5,5,33,0
"2733",1,0,1,0,0,0,3,0,0,1,0,71,70,24,0,7.05645179748535,12,10,9,37,0
"2734",1,0,1,0,0,0,3,0,0,1,0,73,73,26,0,6.41025638580322,12,10,9,35,0
"2735",0,0,1,0,0,0,3,0,0,1,0,67,67,24,0,7.35294103622437,12,10,9,34,1
"2736",0,1,0,0,0,0,1,0,0,1,0,67,67,23,1,9.42735004425049,12,10,11,32,1
"2737",0,1,0,0,0,0,1,0,0,1,0,63,62,26,0,18.6965808868408,13,10,11,35,0
"2738",0,1,0,0,0,0,3,0,0,1,0,62,62,25,0,9.65769195556641,12,12,11,35,1
"2739",0,1,0,0,0,1,3,0,0,1,0,66,66,23,0,16.4262828826904,16,12,11,34,2
"2740",0,1,0,0,0,0,3,0,0,1,0,63,63,26,0,16.8269233703613,16,12,11,31,2
"2741",1,1,0,0,0,0,2,0,0,1,0,70,71,28,0,10.0961542129517,12,4,11,NA,0
"2742",0,1,0,0,0,0,1,0,0,1,0,64,64,21,0,10.5769233703613,13,8,13,NA,0
"2743",0,0,1,0,0,0,0,0,0,1,0,67,67,21,0,NA,14,7,12,34,0
"2744",0,1,0,0,0,0,2,0,0,1,0,66,64,24,0,5.95533514022827,14,11,12,38,0
"2745",1,1,0,0,0,0,2,0,0,1,0,70,70,24,0,9.61538505554199,12,12,11,37,0
"2746",0,1,0,0,0,0,1,0,0,1,0,61,61,23,0,10.0961542129517,13,3,10,36,0
"2747",1,1,0,0,0,0,1,0,0,1,0,70,NA,21,0,7.34999990463257,9,5,11,38,0
"2748",0,1,0,0,0,0,2,0,0,1,0,66,66,22,0,9.13461494445801,12,11,7,39,0
"2749",1,1,0,0,1,1,1,NA,NA,NA,NA,73,NA,21,0,NA,NA,12,12,NA,0
"2750",1,0,1,0,0,0,3,0,0,1,0,76,77,21,0,2.3097825050354,11,4,8,39,0
"2751",1,0,1,0,0,0,3,0,0,1,0,72,71,21,1,13.942307472229,12,NA,8,38,0
"2752",0,1,0,0,0,0,2,0,0,1,0,66,67,21,0,14.4230766296387,12,12,12,39,0
"2753",0,1,0,0,0,0,3,0,0,1,0,66,65,21,0,10,12,7,NA,38,0
"2754",1,1,0,0,1,0,2,NA,NA,NA,NA,68,68,21,1,NA,NA,NA,16,NA,5
"2755",1,1,0,0,0,0,3,0,0,1,0,71,73,28,0,15.75,12,10,12,34,0
"2756",0,0,1,0,0,0,6,NA,NA,NA,NA,63,64,23,0,NA,NA,NA,10,NA,2
"2757",0,1,0,0,0,0,5,0,0,1,0,62,62,20,0,NA,9,NA,6,38,0
"2758",0,1,0,0,0,0,2,0,0,1,0,63,63,22,0,7.29166650772095,10,NA,10,31,0
"2759",1,1,0,0,0,0,6,0,0,1,0,74,75,24,0,5.64102554321289,10,NA,4,34,0
"2760",1,1,0,0,0,0,5,0,0,1,0,71,71,23,0,7.19424438476562,12,12,12,31,0
"2761",1,0,1,0,0,0,8,0,0,1,0,66,65,22,0,NA,12,12,8,39,2
"2762",1,0,1,0,0,0,4,0,0,1,0,66,66,25,0,4.807692527771,12,12,10,36,0
"2763",1,0,1,0,0,0,8,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,3,10,NA,NA
"2764",1,0,1,0,0,0,6,0,0,1,0,70,71,20,0,NA,12,5,10,37,0
"2765",1,1,0,0,0,0,2,0,0,1,0,72,72,26,1,23.0769233703613,14,12,12,33,0
"2766",1,1,0,0,0,0,2,0,0,1,0,66,68,23,0,9.5238094329834,13,10,9,33,0
"2767",1,1,0,0,0,0,2,0,0,1,0,55,63,20,0,12.4677562713623,14,10,9,32,0
"2768",1,0,1,0,0,0,7,0,0,1,0,68,68,28,0,19.1789932250977,12,NA,5,35,0
"2769",0,0,1,0,0,0,5,0,0,1,0,65,62,17,0,3.25,12,NA,5,34,0
"2770",0,0,1,0,0,1,10,0,0,1,0,66,66,28,0,15.2243585586548,16,16,12,37,1
"2771",0,0,1,0,0,1,10,0,0,1,0,65,66,27,0,NA,16,16,12,35,0
"2772",1,0,1,0,0,1,10,0,0,1,0,72,72,22,1,10.5769233703613,12,16,12,32,1
"2773",1,0,1,0,0,0,0,0,0,1,0,72,72,27,1,4.43787002563477,14,5,11,34,0
"2774",1,1,0,0,1,0,5,0,0,1,0,73,73,23,1,14.4230766296387,14,7,4,39,0
"2775",0,1,0,0,0,0,5,0,0,1,0,64,64,24,0,6.77083349227905,12,8,5,35,1
"2776",1,1,0,0,0,0,5,0,0,1,0,77,76,28,1,0,14,8,5,34,2
"2777",1,1,0,0,0,0,5,0,0,1,0,71,71,NA,0,16.0256404876709,7,NA,NA,36,0
"2778",0,1,0,0,0,0,4,0,0,1,0,64,62,NA,0,NA,9,8,12,35,0
"2779",1,1,0,0,0,0,3,0,0,1,0,71,69,20,1,14.7169809341431,12,9,9,35,0
"2780",1,1,0,0,0,0,2,0,0,1,0,65,66,16,1,4.807692527771,12,10,9,31,1
"2781",0,1,0,0,0,0,4,0,0,1,0,67,67,22,1,2.99003314971924,12,5,8,37,1
"2782",1,1,0,0,0,0,6,0,0,1,0,NA,71,NA,0,8.69565200805664,8,NA,NA,NA,0
"2783",1,1,0,0,0,0,2,0,0,1,0,72,71,27,0,20.7100601196289,12,5,12,34,1
"2784",0,0,1,0,0,0,1,0,0,1,0,68,68,21,1,6.41025638580322,12,NA,12,33,0
"2785",0,1,0,0,0,1,2,0,0,1,0,69,69,21,1,2.08333325386047,12,6,12,36,1
"2786",1,1,0,0,0,0,2,0,0,1,0,75,77,21,0,NA,12,9,12,NA,0
"2787",1,1,0,0,0,0,2,0,0,1,0,75,73,21,0,20.3125,12,10,9,32,1
"2788",0,1,0,0,0,0,2,NA,NA,NA,NA,63,NA,21,0,NA,NA,12,12,NA,0
"2789",0,0,1,0,0,0,9,NA,NA,NA,NA,61,62,25,0,NA,NA,NA,11,NA,1
"2790",0,0,1,0,0,0,10,0,1,0,0,61,61,21,0,NA,13,10,11,37,1
"2791",1,0,1,0,0,0,10,NA,NA,NA,NA,68,68,25,1,NA,NA,NA,11,34,0
"2792",0,0,1,0,0,0,14,0,0,1,0,66,63,19,1,6.25,12,NA,NA,37,0
"2793",1,0,1,0,0,0,8,0,0,1,0,72,72,21,0,1.20192313194275,12,NA,12,36,0
"2794",1,0,1,0,0,0,14,0,0,1,0,73,73,20,1,NA,12,NA,5,33,1
"2795",0,0,1,0,0,0,16,0,0,1,0,62,60,23,0,2.88461542129517,12,3,4,34,3
"2796",0,0,1,0,0,0,16,NA,NA,NA,NA,65,66,18,1,NA,NA,NA,3,NA,0
"2797",1,0,1,0,0,0,15,0,0,1,0,65,65,22,0,14.4230766296387,12,3,9,37,0
"2798",1,0,1,0,0,0,2,0,0,1,0,69,68,19,0,8.125,12,4,12,35,0
"2799",1,0,1,0,0,0,4,NA,NA,NA,NA,68,68,22,0,NA,NA,NA,NA,NA,1
"2800",1,1,0,0,0,0,1,0,0,1,0,72,71,22,0,21.3012828826904,18,12,12,34,4
"2801",1,1,0,0,0,0,2,0,0,1,0,71,70,25,1,13.942307472229,13,15,NA,34,0
"2802",1,1,0,0,0,0,6,0,0,1,0,70,71,26,1,25.6410255432129,12,NA,12,32,1
"2803",1,0,1,0,0,0,2,0,0,1,0,69,70,20,1,16.8269233703613,13,12,12,34,0
"2804",0,0,1,0,0,0,2,0,0,1,0,65,65,21,1,21.1069412231445,16,12,12,33,1
"2805",1,0,1,0,0,0,5,0,0,1,0,69,69,27,1,13.235294342041,14,NA,12,33,2
"2806",0,1,0,0,1,0,2,0,0,1,0,62,62,24,1,17.9487171173096,17,12,12,32,1
"2807",1,1,0,0,0,0,0,0,0,1,0,66,66,24,0,8.13253021240234,11,9,10,33,0
"2808",0,1,0,0,0,0,1,0,0,1,0,64,68,24,0,4.70109891891479,12,12,10,31,1
"2809",0,1,0,0,0,0,3,0,0,1,0,65,63,28,1,NA,15,12,9,35,2
"2810",0,1,0,0,0,0,3,0,0,1,0,67,68,28,0,7.00721168518066,12,12,9,33,1
"2811",1,1,0,0,0,0,3,0,0,1,0,74,73,26,1,11.057692527771,12,12,10,32,0
"2812",1,1,0,0,0,0,3,NA,NA,NA,NA,74,NA,24,NA,NA,NA,12,9,NA,NA
"2813",1,1,0,0,0,0,4,0,0,1,0,73,73,28,1,9.23076915740967,16,12,12,36,1
"2814",0,1,0,0,0,0,4,0,0,1,0,62,63,23,0,26.4423084259033,16,12,12,34,1
"2815",1,1,0,0,0,0,4,0,0,1,0,72,72,24,0,7.13012456893921,13,12,12,32,0
"2816",1,1,0,0,0,0,0,0,0,1,0,72,73,28,0,28.0448722839355,12,12,7,35,0
"2817",0,1,0,0,0,0,1,0,0,1,0,65,65,24,0,NA,9,10,7,32,1
"2818",0,1,0,0,0,0,12,0,0,1,0,63,62,21,1,61.2244911193848,13,3,6,32,1
"2819",0,1,0,0,0,0,2,0,0,1,0,67,67,18,0,5.87606859207153,12,10,12,37,1
"2820",1,1,0,0,0,0,3,0,0,1,0,NA,68,24,0,5.06230545043945,12,12,12,33,0
"2821",1,1,0,0,1,1,3,0,0,0,1,68,68,26,1,16.8269233703613,14,12,12,NA,0
"2822",0,0,0,1,0,0,11,NA,NA,NA,NA,60,NA,22,0,NA,NA,0,5,NA,0
"2823",0,1,0,0,0,0,3,1,0,0,0,64,64,21,0,7.32600736618042,15,10,10,35,0
"2824",0,1,0,0,0,0,3,1,0,0,0,64,64,17,0,5.93178462982178,14,11,11,32,0
"2825",0,1,0,0,0,0,3,1,0,0,0,62,62,22,0,4.807692527771,12,11,11,32,0
"2826",0,1,0,0,0,0,1,1,0,0,0,65,66,25,0,0,12,9,9,36,0
"2827",1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,NA,NA
"2828",0,1,0,0,0,0,3,1,0,0,0,59,59,23,0,9.61538505554199,10,1,1,35,0
"2829",0,1,0,0,0,0,3,0,0,1,0,57,61,22,1,1.09375,12,4,1,33,1
"2830",1,1,0,0,1,0,3,1,0,0,0,63,62,22,0,5.12820529937744,12,12,9,32,0
"2831",0,1,0,0,0,0,2,0,0,1,0,65,65,27,0,13.2450332641602,12,NA,9,35,0
"2832",1,1,0,0,0,0,0,1,0,0,0,68,68,22,1,36.9047622680664,12,8,14,33,1
"2833",1,1,0,0,0,1,3,1,0,0,0,67,68,21,1,10.2564105987549,12,11,12,36,0
"2834",0,1,0,0,0,0,3,1,0,0,0,62,62,20,0,8.17307662963867,13,14,7,38,1
"2835",0,1,0,0,0,0,4,1,0,0,0,68,68,26,1,9.13461494445801,12,9,8,37,0
"2836",1,1,0,0,0,0,4,1,0,0,0,68,67,23,0,0,12,9,7,39,1
"2837",1,1,0,0,0,0,1,1,0,0,0,71,72,21,0,3.80710649490356,11,11,12,32,0
"2838",1,1,0,0,0,1,2,0,0,0,1,69,68,22,1,17.3076915740967,15,8,12,34,2
"2839",1,1,0,0,0,0,2,1,0,0,0,70,71,21,1,22.115385055542,13,10,12,38,0
"2840",0,1,0,0,0,0,2,0,0,1,0,63,63,27,1,19.230770111084,18,11,12,32,1
"2841",0,1,0,0,0,0,2,1,0,0,0,63,63,28,0,27.884614944458,14,14,12,38,1
"2842",1,1,0,0,1,0,1,1,0,0,0,71,70,21,1,26.5306129455566,14,13,16,39,0
"2843",0,1,0,0,0,0,1,1,0,0,0,66,66,23,1,14.7928991317749,17,16,16,32,0
"2844",1,1,0,0,1,0,1,NA,NA,NA,NA,74,NA,25,NA,NA,NA,10,12,NA,NA
"2845",1,1,0,0,1,1,3,0,0,0,1,68,69,27,1,7.59493684768677,20,20,17,33,0
"2846",0,1,0,0,0,1,3,1,0,0,0,62,62,27,1,14.0449438095093,20,20,17,31,3
"2847",0,1,0,0,0,1,3,1,0,0,0,62,62,19,0,14.1700401306152,16,20,17,31,0
"2848",0,1,0,0,1,1,1,1,0,0,0,66,67,25,0,20.6730766296387,16,20,18,36,1
"2849",0,1,0,0,1,1,1,1,0,0,0,67,67,24,0,25.6410255432129,16,19,19,34,3
"2850",0,1,0,0,1,1,2,0,0,1,0,62,62,28,1,26.2237758636475,18,NA,16,33,2
"2851",1,1,0,0,1,1,2,1,0,0,0,70,72,21,1,54.0080757141113,18,20,16,32,2
"2852",1,1,0,0,0,0,0,1,0,0,0,76,76,26,0,10.5882349014282,12,12,12,38,0
"2853",1,1,0,0,0,0,2,1,0,0,0,73,74,22,1,3.91573739051819,12,NA,12,36,0
"2854",1,1,0,0,0,0,1,1,0,0,0,64,64,26,0,13.043478012085,13,10,10,33,0
"2855",0,1,0,0,0,0,1,1,0,0,0,60,60,20,0,NA,14,10,11,32,0
"2856",0,1,0,0,1,0,6,1,0,0,0,67,67,21,1,380.769226074219,14,14,12,36,1
"2857",1,1,0,0,0,0,6,1,0,0,0,74,74,22,1,19.230770111084,12,12,12,35,0
"2858",1,1,0,0,1,1,6,1,0,0,0,72,72,20,0,5.39215707778931,12,13,12,33,2
"2859",1,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,13,12,NA,NA
"2860",1,1,0,0,0,0,2,1,0,0,0,73,73,25,1,13.1118879318237,16,13,12,32,1
"2861",1,1,0,0,0,1,1,1,0,0,0,69,69,28,1,26.2237758636475,17,15,14,NA,4
"2862",0,1,0,0,0,0,1,1,0,0,0,63,63,28,0,19.230770111084,16,12,12,33,0
"2863",0,1,0,0,0,0,1,1,0,0,0,65,66,26,0,20.1923084259033,12,12,12,31,0
"2864",0,1,0,0,0,0,5,1,0,0,0,64,64,22,0,NA,12,10,10,38,0
"2865",0,1,0,0,0,0,5,1,0,0,0,63,63,21,0,20.8955230712891,11,9,10,35,1
"2866",1,1,0,0,0,0,5,1,0,0,0,71,73,25,0,7.692307472229,13,12,11,34,1
"2867",0,1,0,0,0,0,5,1,0,0,0,65,65,27,0,NA,11,10,10,33,0
"2868",1,1,0,0,0,1,5,1,0,0,0,72,71,26,1,17.6282043457031,16,16,15,38,0
"2869",0,1,0,0,0,1,5,1,0,0,0,65,65,22,1,NA,17,16,NA,36,1
"2870",1,1,0,0,0,1,5,1,0,0,0,68,68,25,1,17.6923084259033,16,16,15,34,0
"2871",1,1,0,0,0,1,5,1,0,0,0,68,69,22,1,16.4835166931152,18,16,15,32,0
"2872",0,1,0,0,0,1,3,1,0,0,0,62,63,27,0,31.9230766296387,14,12,12,35,0
"2873",1,1,0,0,0,1,3,0,0,1,0,69,70,24,0,9.61538505554199,20,12,12,34,3
"2874",1,0,0,1,0,1,3,1,0,0,0,68,68,21,0,9.61538505554199,9,12,10,35,0
"2875",1,1,0,0,0,0,5,NA,NA,NA,NA,71,71,27,1,NA,NA,16,16,NA,1
"2876",1,1,0,0,0,0,3,1,0,0,0,69,69,NA,1,30.769229888916,12,NA,11,35,0
"2877",0,1,0,0,0,1,4,1,0,0,0,65,65,24,0,20.4326915740967,14,17,12,37,1
"2878",0,0,0,1,0,0,6,1,0,0,0,63,63,22,0,NA,6,1,1,37,0
"2879",0,1,0,0,0,0,2,1,0,0,0,67,67,28,0,22,12,12,12,NA,0
"2880",0,1,0,0,0,0,2,1,0,0,0,67,67,28,1,19.230770111084,12,12,12,36,0
"2881",1,1,0,0,0,0,2,1,0,0,0,72,72,25,1,12.0192308425903,12,11,12,33,0
"2882",1,1,0,0,0,0,4,0,0,1,0,72,70,26,0,13.3333330154419,12,9,10,35,0
"2883",0,1,0,0,0,0,2,1,0,0,0,65,65,22,0,21.7391300201416,12,12,10,34,0
"2884",1,1,0,0,0,0,4,NA,NA,NA,NA,66,67,22,0,NA,NA,NA,NA,NA,0
"2885",0,1,0,0,0,0,2,0,0,1,0,61,62,27,0,4.7619047164917,12,NA,NA,38,0
"2886",0,0,1,0,0,0,3,0,0,1,0,NA,65,26,1,11.057692527771,13,12,12,37,0
"2887",0,1,0,0,1,0,2,0,0,1,0,66,66,22,0,25,12,14,15,38,1
"2888",1,1,0,0,1,0,2,1,0,0,0,71,73,26,1,28.8461532592773,13,16,16,32,0
"2889",0,1,0,0,0,1,2,1,0,0,0,63,63,21,0,24.5499172210693,16,12,12,33,2
"2890",1,0,0,1,0,1,3,NA,NA,NA,NA,68,NA,24,NA,NA,NA,12,12,NA,NA
"2891",0,0,0,1,0,1,3,NA,NA,NA,NA,62,NA,21,NA,NA,NA,12,12,NA,NA
"2892",0,1,0,0,0,1,2,0,0,1,0,62,62,28,1,NA,20,20,16,31,3
"2893",1,1,0,0,0,1,1,1,0,0,0,67,67,27,1,49.0982513427734,19,17,16,36,3
"2894",0,1,0,0,1,1,3,0,0,0,1,66,66,25,0,45.0067291259766,16,17,16,34,4
"2895",1,1,0,0,1,1,3,1,0,0,0,69,73,25,1,18.6046504974365,16,18,16,31,1
"2896",1,1,0,0,1,1,3,NA,NA,NA,NA,70,70,26,1,45.0067291259766,18,17,16,35,2
"2897",0,1,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA
"2898",1,1,0,0,0,1,1,NA,NA,NA,NA,71,NA,27,1,NA,NA,16,15,NA,1
"2899",0,1,0,0,0,1,2,0,0,1,0,64,64,24,1,12.0192308425903,16,16,16,33,0
"2900",0,1,0,0,0,1,1,0,0,1,0,67,67,27,0,NA,18,20,16,35,2
"2901",0,1,0,0,1,1,2,NA,NA,NA,NA,63,64,28,1,NA,NA,16,16,NA,3
"2902",0,1,0,0,1,1,2,0,0,1,0,63,63,27,1,5.7142858505249,16,16,16,37,3
"2903",1,1,0,0,1,1,2,1,0,0,0,69,68,24,1,20.085470199585,16,16,16,33,2
"2904",1,1,0,0,0,1,2,1,0,0,0,70,70,24,1,15.8558559417725,19,16,16,34,2
"2905",1,1,0,0,0,1,2,NA,NA,NA,NA,73,72,28,0,NA,NA,17,17,NA,0
"2906",1,1,0,0,0,1,2,1,0,0,0,68,68,28,0,54.0080757141113,19,17,16,NA,1
"2907",1,1,0,0,0,0,3,0,0,1,0,72,NA,26,1,54.0080757141113,16,16,NA,34,3
"2908",0,1,0,0,0,1,3,0,0,1,0,61,62,20,1,NA,16,18,16,38,4
"2909",0,1,0,0,0,1,3,0,0,1,0,65,65,26,1,NA,18,16,16,35,3
"2910",0,1,0,0,0,1,2,1,0,0,0,66,67,22,1,17.7884616851807,17,16,14,31,5
"2911",0,0,0,1,0,0,3,1,0,0,0,62,62,23,0,NA,12,12,10,35,0
"2912",1,0,0,1,0,0,3,1,0,0,0,69,70,22,1,13.1868133544922,12,12,10,33,0
"2913",1,0,0,1,0,0,3,1,0,0,0,69,69,28,1,12.5,12,12,10,36,0
"2914",1,0,1,0,0,0,2,1,0,0,0,70,70,18,1,14,15,12,12,35,3
"2915",1,1,0,0,0,0,2,1,0,0,0,72,71,28,0,24,18,14,16,38,3
"2916",1,1,0,0,0,0,1,1,0,0,0,71,71,23,1,11.057692527771,17,8,10,36,1
"2917",1,1,0,0,0,0,3,1,0,0,0,NA,69,21,0,3.88349509239197,12,12,NA,NA,0
"2918",0,1,0,0,0,0,6,1,0,0,0,66,66,NA,0,12.0192308425903,12,12,10,38,0
"2919",0,1,0,0,0,0,6,1,0,0,0,62,62,NA,0,135.02018737793,12,12,10,36,0
"2920",1,1,0,0,0,1,6,1,0,0,0,67,68,NA,1,20.1923084259033,12,12,12,34,0
"2921",1,1,0,0,0,1,6,1,0,0,0,69,NA,25,1,24.0384616851807,12,14,12,31,0
"2922",1,1,0,0,0,0,4,1,0,0,0,67,68,28,1,10.384614944458,12,12,12,35,0
"2923",1,1,0,0,0,1,5,1,0,0,0,71,71,22,1,31.25,12,12,12,33,0
"2924",1,1,0,0,0,0,5,1,0,0,0,72,73,21,0,22.5961532592773,12,12,12,32,0
"2925",1,1,0,0,1,0,3,NA,NA,NA,NA,68,NA,27,NA,NA,NA,12,17,NA,NA
"2926",0,1,0,0,1,0,3,0,0,1,0,65,NA,28,NA,NA,17,12,17,38,NA
"2927",1,1,0,0,1,0,3,1,0,0,0,69,69,25,1,21.634614944458,12,12,17,35,0
"2928",0,1,0,0,0,1,3,1,0,0,0,60,59,26,0,NA,16,16,12,32,2
"2929",0,1,0,0,0,0,3,1,0,0,0,66,NA,26,0,7.692307472229,14,12,12,38,0
"2930",0,1,0,0,0,0,1,0,0,1,0,63,62,23,0,10.7843141555786,14,11,12,36,0
"2931",1,1,0,0,0,0,1,NA,NA,NA,NA,NA,71,NA,0,NA,NA,11,12,NA,0
"2932",1,1,0,0,0,0,3,0,1,0,0,65,66,22,0,NA,10,NA,7,36,0
"2933",1,1,0,0,0,0,3,0,1,0,0,69,61,19,0,6.25,7,4,7,35,0
"2934",0,1,0,0,0,0,3,0,1,0,0,60,48,22,0,0,7,4,7,34,0
"2935",0,1,0,0,0,0,2,1,0,0,0,67,67,28,NA,21.634614944458,16,NA,NA,37,NA
"2936",0,1,0,0,0,0,2,1,0,0,0,67,67,22,1,15.2057247161865,18,11,15,37,1
"2937",1,1,0,0,0,0,2,1,0,0,0,68,68,21,1,22.913257598877,14,12,16,NA,0
"2938",0,1,0,0,0,1,2,1,0,0,0,60,59,26,1,16.6666660308838,13,18,12,34,1
"2939",1,1,0,0,1,1,2,1,0,0,0,74,74,NA,0,10.8108110427856,15,20,18,38,5
"2940",0,1,0,0,1,1,2,1,0,0,0,64,64,27,0,10.9467458724976,16,18,16,36,4
"2941",1,1,0,0,0,0,2,0,0,0,1,69,70,26,1,13.6986303329468,20,16,14,31,2
"2942",0,0,1,0,0,0,2,1,0,0,0,NA,60,23,0,6.28021955490112,13,12,12,NA,0
"2943",0,1,0,0,0,1,2,1,0,0,0,64,64,21,1,38.461540222168,16,16,12,32,0
